"","services_changes","services_changes_SA","services_rate","services_rate_SA"
"1",9333.33333333333,9335.61657007,0.0666666666666666,0.0852203469965088
"2",9333.33333333333,9335.61657007,0.0666666666666666,0.0852203469965088
"3",9333.33333333333,9335.61657007,0.0666666666666666,0.0852203469965088
"4",8133.33333333333,8934.05148660719,0.0777777777777778,0.0800657743519064
"5",8133.33333333333,8934.05148660719,0.0777777777777778,0.0800657743519064
"6",8133.33333333333,8934.05148660719,0.0777777777777778,0.0800657743519064
"7",8633.33333333333,9656.76027116751,0.1,0.086601248984347
"8",8633.33333333333,9656.76027116751,0.1,0.086601248984347
"9",8633.33333333333,9656.76027116751,0.1,0.086601248984347
"10",11466.6666666667,9623.09166245539,0.1,0.0925292372666217
"11",11466.6666666667,9623.09166245539,0.1,0.0925292372666217
"12",11466.6666666667,9623.09166245539,0.1,0.0925292372666217
"13",11233.3333333333,11246.070555079,0.0777777777777778,0.0962925821624562
"14",11233.3333333333,11246.070555079,0.0777777777777778,0.0962925821624562
"15",11233.3333333333,11246.070555079,0.0777777777777778,0.0962925821624562
"16",12266.6666666667,13084.6298019478,0.111111111111111,0.113410352200715
"17",12266.6666666667,13084.6298019478,0.111111111111111,0.113410352200715
"18",12266.6666666667,13084.6298019478,0.111111111111111,0.113410352200715
"19",11366.6666666667,12393.137717216,0.122222222222222,0.109021198407993
"20",11366.6666666667,12393.137717216,0.122222222222222,0.109021198407993
"21",11366.6666666667,12393.137717216,0.122222222222222,0.109021198407993
"22",12833.3333333333,10958.6808160392,0.1,0.0923641413598745
"23",12833.3333333333,10958.6808160392,0.1,0.0923641413598745
"24",12833.3333333333,10958.6808160392,0.1,0.0923641413598745
"25",15500,15523.5745189553,0.0888888888888889,0.107361921389105
"26",15500,15523.5745189553,0.0888888888888889,0.107361921389105
"27",15500,15523.5745189553,0.0888888888888889,0.107361921389105
"28",12766.6666666667,13601.5780511727,0.1,0.10230790354044
"29",12766.6666666667,13601.5780511727,0.1,0.10230790354044
"30",12766.6666666667,13601.5780511727,0.1,0.10230790354044
"31",11433.3333333333,12461.9623869202,0.111111111111111,0.0981042575855007
"32",11433.3333333333,12461.9623869202,0.111111111111111,0.0981042575855007
"33",11433.3333333333,12461.9623869202,0.111111111111111,0.0981042575855007
"34",5766.66666666667,3860.68663629505,0.0777777777777778,0.0699709243371032
"35",5766.66666666667,3860.68663629505,0.0777777777777778,0.0699709243371032
"36",5766.66666666667,3860.68663629505,0.0777777777777778,0.0699709243371032
"37",2800,2826.1506222203,0.0222222222222222,0.040646029480953
"38",2800,2826.1506222203,0.0222222222222222,0.040646029480953
"39",2800,2826.1506222203,0.0222222222222222,0.040646029480953
"40",1666.66666666667,2571.8996044426,0.0444444444444444,0.046765741952408
"41",1666.66666666667,2571.8996044426,0.0444444444444444,0.046765741952408
"42",1666.66666666667,2571.8996044426,0.0444444444444444,0.046765741952408
"43",4100,5144.40649885584,0.0777777777777778,0.0650587956649442
"44",4100,5144.40649885584,0.0777777777777778,0.0650587956649442
"45",4100,5144.40649885584,0.0777777777777778,0.0650587956649442
"46",10533.3333333333,8490.8767615848,0.0888888888888889,0.0808165793550416
"47",10533.3333333333,8490.8767615848,0.0888888888888889,0.0808165793550416
"48",10533.3333333333,8490.8767615848,0.0888888888888889,0.0808165793550416
"49",10400,10436.5900469231,0.0888888888888889,0.107272262095348
"50",10400,10436.5900469231,0.0888888888888889,0.107272262095348
"51",10400,10436.5900469231,0.0888888888888889,0.107272262095348
"52",8166.66666666667,9128.0916278093,0.0888888888888889,0.0912328164760912
"53",8166.66666666667,9128.0916278093,0.0888888888888889,0.0912328164760912
"54",8166.66666666667,9128.0916278093,0.0888888888888889,0.0912328164760912
"55",6633.33333333333,7651.08473087,0.1,0.0875650126024908
"56",6633.33333333333,7651.08473087,0.1,0.0875650126024908
"57",6633.33333333333,7651.08473087,0.1,0.0875650126024908
"58",11566.6666666667,9324.28099956836,0.1,0.091630641133306
"59",11566.6666666667,9324.28099956836,0.1,0.091630641133306
"60",11566.6666666667,9324.28099956836,0.1,0.091630641133306
"61",7933.33333333333,8326.19784737941,0.0666666666666666,0.084678910051809
"62",7933.33333333333,8326.19784737941,0.0666666666666666,0.084678910051809
"63",7933.33333333333,8326.19784737941,0.0666666666666666,0.084678910051809
"64",6100,7085.02484889063,0.0888888888888889,0.0915187971120901
"65",6100,7085.02484889063,0.0888888888888889,0.0915187971120901
"66",6100,7085.02484889063,0.0888888888888889,0.0915187971120901
"67",7133.33333333333,8119.69722990552,0.111111111111111,0.0996918110990915
"68",7133.33333333333,8119.69722990552,0.111111111111111,0.0996918110990915
"69",7133.33333333333,8119.69722990552,0.111111111111111,0.0996918110990915
"70",10233.3333333333,7556.44343589294,0.1,0.0906551718501566
"71",10233.3333333333,7556.44343589294,0.1,0.0906551718501566
"72",10233.3333333333,7556.44343589294,0.1,0.0906551718501566
"73",6433.33333333333,7222.5400168619,0.0555555555555556,0.0732303514400113
"74",6433.33333333333,7222.5400168619,0.0555555555555556,0.0732303514400113
"75",6433.33333333333,7222.5400168619,0.0555555555555556,0.0732303514400113
"76",5533.33333333333,6590.22069766839,0.0777777777777778,0.0808076057937124
"77",5533.33333333333,6590.22069766839,0.0777777777777778,0.0808076057937124
"78",5533.33333333333,6590.22069766839,0.0777777777777778,0.0808076057937124
"79",4033.33333333333,5040.06815495428,0.0777777777777778,0.0675632707276987
"80",4033.33333333333,5040.06815495428,0.0777777777777778,0.0675632707276987
"81",4033.33333333333,5040.06815495428,0.0777777777777778,0.0675632707276987
"82",10200,7139.38393722428,0.0777777777777778,0.0676823150388012
"83",10200,7139.38393722428,0.0777777777777778,0.0676823150388012
"84",10200,7139.38393722428,0.0777777777777778,0.0676823150388012
"85",6433.33333333333,7384.33569727123,0.0555555555555556,0.0717595546085518
"86",6433.33333333333,7384.33569727123,0.0555555555555556,0.0717595546085518
"87",6433.33333333333,7384.33569727123,0.0555555555555556,0.0717595546085518
"88",6933.33333333333,8093.03600516849,0.0666666666666667,0.0699643309766653
"89",6933.33333333333,8093.03600516849,0.0666666666666667,0.0699643309766653
"90",6933.33333333333,8093.03600516849,0.0666666666666667,0.0699643309766653
"91",6100,6956.45706776092,0.0777777777777778,0.0687388041246431
"92",6100,6956.45706776092,0.0777777777777778,0.0687388041246431
"93",6100,6956.45706776092,0.0777777777777778,0.0687388041246431
"94",10933.3333333333,7903.2437761451,0.0777777777777778,0.0682741225418221
"95",10933.3333333333,7903.2437761451,0.0777777777777778,0.0682741225418221
"96",10933.3333333333,7903.2437761451,0.0777777777777778,0.0682741225418221
"97",7133.33333333333,8195.03238882006,0.0444444444444445,0.0589397205008005
"98",7133.33333333333,8195.03238882006,0.0444444444444445,0.0589397205008005
"99",7133.33333333333,8195.03238882006,0.0444444444444445,0.0589397205008005
"100",9166.66666666667,10395.4292520753,0.0666666666666667,0.0700307089636579
"101",9166.66666666667,10395.4292520753,0.0666666666666667,0.0700307089636579
"102",9166.66666666667,10395.4292520753,0.0666666666666667,0.0700307089636579
"103",9833.33333333333,10534.3443059097,0.0777777777777778,0.0697921522310938
"104",9833.33333333333,10534.3443059097,0.0777777777777778,0.0697921522310938
"105",9833.33333333333,10534.3443059097,0.0777777777777778,0.0697921522310938
"106",13366.6666666667,10386.5119128479,0.0888888888888889,0.0799439983283226
"107",13366.6666666667,10386.5119128479,0.0888888888888889,0.0799439983283226
"108",13366.6666666667,10386.5119128479,0.0888888888888889,0.0799439983283226
"109",600,1621.53301847368,0.0666666666666667,0.0799254595270991
"110",600,1621.53301847368,0.0666666666666667,0.0799254595270991
"111",600,1621.53301847368,0.0666666666666667,0.0799254595270991
"112",3266.66666666667,4600.38432098471,0.0666666666666666,0.0700200006962785
"113",3266.66666666667,4600.38432098471,0.0666666666666666,0.0700200006962785
"114",3266.66666666667,4600.38432098471,0.0666666666666666,0.0700200006962785
"115",4366.66666666667,4889.33493884039,0.0777777777777778,0.0700904259850627
"116",4366.66666666667,4889.33493884039,0.0777777777777778,0.0700904259850627
"117",4366.66666666667,4889.33493884039,0.0777777777777778,0.0700904259850627
"118",6966.66666666667,4119.35865292279,0.0777777777777778,0.0695984823242889
"119",6966.66666666667,4119.35865292279,0.0777777777777778,0.0695984823242889
"120",6966.66666666667,4119.35865292279,0.0777777777777778,0.0695984823242889
"121",3766.66666666667,4741.5235394339,0.0555555555555556,0.0676589159692415
"122",3766.66666666667,4741.5235394339,0.0555555555555556,0.0676589159692415
"123",3766.66666666667,4741.5235394339,0.0555555555555556,0.0676589159692415
"124",2533.33333333333,3962.79258240698,0.0555555555555556,0.0589023448473132
"125",2533.33333333333,3962.79258240698,0.0555555555555556,0.0589023448473132
"126",2533.33333333333,3962.79258240698,0.0555555555555556,0.0589023448473132
"127",2233.33333333333,2568.61461788408,0.0555555555555556,0.0480979350238474
"128",2233.33333333333,2568.61461788408,0.0555555555555556,0.0480979350238474
"129",2233.33333333333,2568.61461788408,0.0555555555555556,0.0480979350238474
"130",5733.33333333333,3010.50544823243,0.0555555555555556,0.0480318377922845
"131",5733.33333333333,3010.50544823243,0.0555555555555556,0.0480318377922845
"132",5733.33333333333,3010.50544823243,0.0555555555555556,0.0480318377922845
"133",2866.66666666667,3836.15519369509,0.0333333333333334,0.0449083728188109
"134",2866.66666666667,3836.15519369509,0.0333333333333334,0.0449083728188109
"135",2866.66666666667,3836.15519369509,0.0333333333333334,0.0449083728188109
"136",2266.66666666667,3720.52997403886,0.0333333333333333,0.0366666215865777
"137",2266.66666666667,3720.52997403886,0.0333333333333333,0.0366666215865777
"138",2266.66666666667,3720.52997403886,0.0333333333333333,0.0366666215865777
"139",3466.66666666667,3729.94230129931,0.0555555555555556,0.0482143798448719
"140",3466.66666666667,3729.94230129931,0.0555555555555556,0.0482143798448719
"141",3466.66666666667,3729.94230129931,0.0555555555555556,0.0482143798448719
"142",6733.33333333333,4051.88913662559,0.0666666666666667,0.0593753089961292
"143",6733.33333333333,4051.88913662559,0.0666666666666667,0.0593753089961292
"144",6733.33333333333,4051.88913662559,0.0666666666666667,0.0593753089961292
"145",4366.66666666667,5333.92397884498,0.0555555555555556,0.0666761804126901
"146",4366.66666666667,5333.92397884498,0.0555555555555556,0.0666761804126901
"147",4366.66666666667,5333.92397884498,0.0555555555555556,0.0666761804126901
"148",2400,3882.48136095315,0.0666666666666667,0.070041981098732
"149",2400,3882.48136095315,0.0666666666666667,0.070041981098732
"150",2400,3882.48136095315,0.0666666666666667,0.070041981098732
"151",5466.66666666667,5661.55873402867,0.0666666666666667,0.0594651978023809
"152",5466.66666666667,5661.55873402867,0.0666666666666667,0.0594651978023809
"153",5466.66666666667,5661.55873402867,0.0666666666666667,0.0594651978023809
"154",6066.66666666667,3428.86773830164,0.0555555555555556,0.0484939766527899
"155",6066.66666666667,3428.86773830164,0.0555555555555556,0.0484939766527899
"156",6066.66666666667,3428.86773830164,0.0555555555555556,0.0484939766527899
"157",5466.66666666667,6426.41733674058,0.0666666666666667,0.0774325495645072
"158",5466.66666666667,6426.41733674058,0.0666666666666667,0.0774325495645072
"159",5466.66666666667,6426.41733674058,0.0666666666666667,0.0774325495645072
"160",1566.66666666667,3072.30648325396,0.0555555555555556,0.0589601174557505
"161",1566.66666666667,3072.30648325396,0.0555555555555556,0.0589601174557505
"162",1566.66666666667,3072.30648325396,0.0555555555555556,0.0589601174557505
"163",6533.33333333333,6678.36920017842,0.0666666666666667,0.0595701236592339
"164",6533.33333333333,6678.36920017842,0.0666666666666667,0.0595701236592339
"165",6533.33333333333,6678.36920017842,0.0666666666666667,0.0595701236592339
"166",4800,2199.55637390272,0.0555555555555556,0.0486930581854933
"167",4800,2199.55637390272,0.0555555555555556,0.0486930581854933
"168",4800,2199.55637390272,0.0555555555555556,0.0486930581854933
